"state","district","year","party","office","score","democrat","lagdemocrat","demvoteshare"
13,1,1984,200,1,7.98000001907349,0,0,0.469049513339996
13,1,1984,200,1,-0.449999988079071,0,0,0.469049513339996
13,1,1990,100,1,90.4899978637695,1,1,0.618557274341583
13,1,1990,100,1,76.879997253418,1,1,0.618557274341583
13,2,1948,200,1,14.8999996185303,0,0,0.30137637257576
13,2,1948,200,1,2.35999989509583,0,0,0.30137637257576
13,2,1950,200,1,3.73000001907349,0,0,0.317520320415497
13,2,1950,200,1,3.28999996185303,0,0,0.317520320415497
13,2,1954,200,1,30.3500003814697,0,0,0.360036849975586
13,2,1954,200,1,22.5,0,0,0.360036849975586
13,2,1956,200,1,-0.5,0,0,0.3253553211689
13,2,1956,200,1,11.5500001907349,0,0,0.3253553211689
13,2,1958,200,1,11.8599996566772,0,0,0.394619554281235
13,2,1958,200,1,12.6000003814697,0,0,0.394619554281235
13,2,1960,200,1,9.63000011444092,0,0,0.390097945928574
13,2,1964,200,1,24.3500003814697,0,0,0.483543395996094
13,2,1964,200,1,17.6700000762939,0,0,0.483543395996094
13,2,1966,200,1,10.5500001907349,0,0,0.384436428546906
13,2,1966,200,1,20.7099990844727,0,0,0.384436428546906
13,2,1968,200,1,18.7700004577637,0,0,0.29218202829361
13,2,1968,200,1,12.3999996185303,0,0,0.29218202829361
13,2,1970,200,1,8.06999969482422,0,0,0.33856400847435
13,2,1970,200,1,14.2799997329712,0,0,0.33856400847435
13,2,1974,100,1,83.8899993896484,1,0,0.522148489952087
13,2,1974,100,1,97.3000030517578,1,0,0.522148489952087
13,2,1976,100,1,76.9400024414062,1,1,0.573857188224792
13,2,1976,100,1,96.7099990844727,1,1,0.573857188224792
13,2,1978,100,1,93.8499984741211,1,1,0.548612117767334
13,2,1978,100,1,100,1,1,0.548612117767334
13,2,1980,100,1,100.660003662109,1,1,0.563460052013397
13,2,1980,100,1,85.4599990844727,1,1,0.563460052013397
13,2,1984,100,1,86.629997253418,1,1,0.547038435935974
13,2,1984,100,1,93.4300003051758,1,1,0.547038435935974
13,2,1986,100,1,85.6600036621094,1,1,0.665100157260895
13,2,1986,100,1,93.879997253418,1,1,0.665100157260895
13,2,1988,100,1,89.9899978637695,1,1,0.616465628147125
13,2,1988,100,1,98.4000015258789,1,1,0.616465628147125
13,2,1990,100,1,80.1800003051758,1,1,0.606127321720123
13,2,1990,100,1,87,1,1,0.606127321720123
13,3,1948,200,1,14.8999996185303,0,0,0.384432286024094
13,3,1948,200,1,8.80000019073486,0,0,0.384432286024094
13,3,1950,200,1,10.3299999237061,0,0,0.374176830053329
13,3,1950,200,1,23.2299995422363,0,0,0.374176830053329
13,3,1954,200,1,32.7299995422363,0,0,0.4166359603405
13,3,1954,200,1,30.3500003814697,0,0,0.4166359603405
13,3,1956,200,1,11.5500001907349,0,0,0.380687981843948
13,3,1956,200,1,-0.5,0,0,0.380687981843948
13,3,1958,200,1,3.23000001907349,0,0,0.455840080976486
13,3,1958,200,1,12.6000003814697,0,0,0.455840080976486
13,3,1960,200,1,2.42000007629395,0,0,0.45888814330101
13,3,1964,100,1,71.6900024414062,1,0,0.506880760192871
13,3,1964,100,1,73.620002746582,1,0,0.506880760192871
13,3,1966,100,1,71.6699981689453,1,1,0.50256621837616
13,3,1966,100,1,71.8199996948242,1,1,0.50256621837616
13,3,1968,100,1,83.0299987792969,1,1,0.564076364040375
13,3,1968,100,1,85.5999984741211,1,1,0.564076364040375
13,3,1970,100,1,94.2900009155273,1,1,0.587846338748932
13,3,1970,100,1,99.75,1,1,0.587846338748932
13,3,1974,100,1,57.9599990844727,1,0,0.529081702232361
13,3,1974,100,1,87.0899963378906,1,0,0.529081702232361
13,3,1976,100,1,80.4700012207031,1,1,0.526358425617218
13,3,1976,100,1,25.0300006866455,1,1,0.526358425617218
13,3,1978,100,1,57.7200012207031,1,1,0.514848470687866
13,3,1978,100,1,50,1,1,0.514848470687866
13,3,1980,200,1,12.6000003814697,0,1,0.486684441566467
13,3,1980,200,1,14.5600004196167,0,1,0.486684441566467
13,3,1984,100,1,78.6100006103516,1,1,0.515619933605194
13,3,1984,100,1,91.870002746582,1,1,0.515619933605194
13,3,1986,100,1,89.5400009155273,1,1,0.58180695772171
13,3,1986,100,1,88.7799987792969,1,1,0.58180695772171
13,3,1988,100,1,75.6999969482422,1,1,0.584786176681519
13,3,1988,100,1,98.4000015258789,1,1,0.584786176681519
13,3,1990,100,1,80.1800003051758,1,1,0.552755892276764
13,3,1990,100,1,71.8199996948242,1,1,0.552755892276764
13,4,1948,100,1,60.2799987792969,1,0,0.516605496406555
13,4,1948,100,1,70.7799987792969,1,0,0.516605496406555
13,4,1950,100,1,77,1,1,0.564432263374329
13,4,1950,100,1,73.8300018310547,1,1,0.564432263374329
13,4,1954,200,1,2.04999995231628,0,0,0.426433503627777
13,4,1954,200,1,30.3500003814697,0,0,0.426433503627777
13,4,1956,200,1,-7.55999994277954,0,0,0.441891431808472
13,4,1956,200,1,36.4000015258789,0,0,0.441891431808472
13,4,1958,200,1,58.7999992370605,0,0,0.474351972341537
13,4,1958,200,1,64.4199981689453,0,0,0.474351972341537
13,4,1960,200,1,74.5400009155273,0,0,0.449206680059433
13,4,1964,200,1,25.8999996185303,0,0,0.448433339595795
13,4,1964,200,1,29.25,0,0,0.448433339595795
13,4,1966,200,1,34.689998626709,0,0,0.349428057670593
13,4,1966,200,1,34.7700004577637,0,0,0.349428057670593
13,4,1968,200,1,51.3800010681152,0,0,0.279754519462585
13,4,1968,200,1,57.1300010681152,0,0,0.279754519462585
13,4,1970,200,1,32.7299995422363,0,0,0.380646169185638
13,4,1970,200,1,26.8999996185303,0,0,0.380646169185638
13,4,1974,200,1,28.6399993896484,0,0,0.463694393634796
13,4,1974,200,1,26.8500003814697,0,0,0.463694393634796
13,4,1976,200,1,26.3600006103516,0,0,0.441144078969955
13,4,1976,200,1,25.0300006866455,0,0,0.441144078969955
13,4,1978,200,1,18,0,0,0.329332441091537
13,4,1978,200,1,4.57999992370605,0,0,0.329332441091537
13,4,1980,200,1,12.6000003814697,0,0,0.331597656011581
13,4,1980,200,1,34.8199996948242,0,0,0.331597656011581
13,4,1984,200,1,7.98000001907349,0,0,0.297787845134735
13,4,1984,200,1,19.3099994659424,0,0,0.297787845134735
13,4,1986,200,1,8.13000011444092,0,0,0.320932298898697
13,4,1986,200,1,17.4200000762939,0,0,0.320932298898697
13,4,1988,200,1,13.9700002670288,0,0,0.282537758350372
13,4,1988,200,1,8.98999977111816,0,0,0.282537758350372
13,4,1990,200,1,-2.33999991416931,0,0,0.342486649751663
13,4,1990,200,1,11.1199998855591,0,0,0.342486649751663
13,5,1948,100,1,49.1500015258789,1,0,0.536079883575439
13,5,1948,100,1,70.7799987792969,1,0,0.536079883575439
13,5,1950,100,1,77,1,1,0.540614008903503
13,5,1954,200,1,0.709999978542328,0,0,0.459025830030441
13,5,1954,200,1,-8.17000007629395,0,0,0.459025830030441
13,5,1956,200,1,-0.5,0,0,0.414413571357727
13,5,1956,200,1,-0.870000004768372,0,0,0.414413571357727
13,5,1958,200,1,3.35999989509583,0,0,0.456086128950119
13,5,1958,200,1,3.23000001907349,0,0,0.456086128950119
13,5,1960,100,1,74.5400009155273,1,0,0.541780948638916
13,5,1964,100,1,81.8499984741211,1,0,0.557928204536438
13,5,1964,100,1,71.6900024414062,1,0,0.557928204536438
13,5,1966,100,1,93.629997253418,1,1,0.506418704986572
13,5,1966,100,1,84.8199996948242,1,1,0.506418704986572
13,5,1968,100,1,101.860000610352,1,1,0.507069826126099
13,5,1968,100,1,102.209999084473,1,1,0.507069826126099
13,5,1970,200,1,21.0799999237061,0,1,0.474557846784592
13,5,1970,200,1,24.9200000762939,0,1,0.474557846784592
13,5,1974,200,1,28.6399993896484,0,0,0.457638442516327
13,5,1974,200,1,11.3000001907349,0,0,0.457638442516327
13,5,1976,200,1,12.0500001907349,0,0,0.443253934383392
13,5,1976,200,1,26.3600006103516,0,0,0.443253934383392
13,5,1978,200,1,15.210000038147,0,0,0.416272878646851
13,5,1978,200,1,31,0,0,0.416272878646851
13,5,1980,200,1,17.8099994659424,0,0,0.423473417758942
13,5,1980,200,1,34.8199996948242,0,0,0.423473417758942
13,5,1984,200,1,18.4699993133545,0,0,0.361442297697067
13,5,1984,200,1,19.3099994659424,0,0,0.361442297697067
13,5,1986,200,1,23.6399993896484,0,0,0.347260147333145
13,5,1986,200,1,17.4200000762939,0,0,0.347260147333145
13,5,1988,200,1,47.5400009155273,0,0,0.338205486536026
13,5,1988,200,1,28.0499992370605,0,0,0.338205486536026
13,5,1990,200,1,36.4099998474121,0,0,0.42838528752327
13,5,1990,200,1,18.2900009155273,0,0,0.42838528752327
13,6,1948,100,1,66.2799987792969,1,0,0.579082250595093
13,6,1948,100,1,70.7799987792969,1,0,0.579082250595093
13,6,1950,100,1,77,1,1,0.593365252017975
13,6,1950,100,1,67.2300033569336,1,1,0.593365252017975
13,6,1954,100,1,83.8600006103516,1,1,0.544891536235809
13,6,1954,100,1,74.3099975585938,1,1,0.544891536235809
13,6,1956,100,1,80.7300033569336,1,1,0.568524062633514
13,6,1956,100,1,73.6800003051758,1,1,0.568524062633514
13,6,1958,100,1,73.0400009155273,1,1,0.635616719722748
13,6,1958,100,1,78.129997253418,1,1,0.635616719722748
13,6,1964,200,1,73.620002746582,0,0,0.429468184709549
13,6,1964,200,1,67.6100006103516,0,0,0.429468184709549
13,6,1966,200,1,71.8199996948242,0,0,0.332643061876297
13,6,1966,200,1,78.6900024414062,0,0,0.332643061876297
13,6,1968,200,1,76.3199996948242,0,0,0.343322366476059
13,6,1968,200,1,77.4599990844727,0,0,0.343322366476059
13,6,1970,200,1,51.189998626709,0,0,0
13,6,1970,200,1,56.6300010681152,0,0,0
13,6,1974,100,1,89.0699996948242,1,1,0.667064189910889
13,6,1974,100,1,77.8099975585938,1,1,0.667064189910889
13,6,1976,100,1,80.4700012207031,1,1,0.649879455566406
13,6,1976,100,1,83.4300003051758,1,1,0.649879455566406
13,6,1978,100,1,86.4100036621094,1,1,0.645859837532043
13,6,1978,100,1,72,1,1,0.645859837532043
13,6,1980,200,1,85.4700012207031,0,1,0.471898138523102
13,6,1980,200,1,12.6000003814697,0,1,0.471898138523102
13,6,1990,100,1,85.3300018310547,1,1,0.770137310028076
13,6,1990,100,1,102.169998168945,1,1,0.770137310028076
13,7,1948,100,2,64.3399963378906,1,1,0.59976989030838
13,7,1948,100,2,77.4100036621094,1,1,0.59976989030838
13,7,1950,100,1,73.8300018310547,1,1,0.609750151634216
13,7,1950,100,1,77,1,1,0.609750151634216
13,7,1954,100,1,63.4099998474121,1,1,0.589642286300659
13,7,1954,100,1,74.3099975585938,1,1,0.589642286300659
13,7,1956,100,1,87.2300033569336,1,1,0.500326991081238
13,7,1956,100,1,65.7200012207031,1,1,0.500326991081238
13,7,1958,100,1,78.129997253418,1,1,0.611380875110626
13,7,1958,100,1,73.0400009155273,1,1,0.611380875110626
13,7,1960,100,1,74.5400009155273,1,1,0.606831014156342
13,7,1964,100,1,64.5699996948242,1,1,0.711287438869476
13,7,1964,100,1,76.5899963378906,1,1,0.711287438869476
13,7,1966,100,1,71.6699981689453,1,1,0.730191111564636
13,7,1966,100,1,78.3199996948242,1,1,0.730191111564636
13,7,1968,100,1,81.5299987792969,1,1,0.663181781768799
13,7,1968,100,1,83.0299987792969,1,1,0.663181781768799
13,7,1970,100,1,99.75,1,1,1
13,7,1970,100,1,78.4300003051758,1,1,1
13,7,1984,100,2,83.5500030517578,1,1,0.692507326602936
13,7,1984,100,2,102.360000610352,1,1,0.692507326602936
13,7,1986,100,2,88.7799987792969,1,1,0.773651838302612
13,7,1986,100,2,89.5400009155273,1,1,0.773651838302612
13,7,1988,100,1,92.3000030517578,1,1,1
13,7,1988,100,1,85.2300033569336,1,1,1
13,7,1990,100,2,64.6999969482422,1,1,1
13,7,1990,100,2,87,1,1,1
13,8,1948,100,1,64.3399963378906,1,1,0.703110218048096
13,8,1948,100,1,60.2799987792969,1,1,0.703110218048096
13,8,1950,100,1,77,1,1,0.695165634155273
13,8,1950,100,1,73.8300018310547,1,1,0.695165634155273
13,8,1954,100,1,63.4099998474121,1,1,0.776698887348175
13,8,1954,100,1,74.3099975585938,1,1,0.776698887348175
13,8,1956,100,1,72.7799987792969,1,1,0.656454801559448
13,8,1956,100,1,87.2300033569336,1,1,0.656454801559448
13,8,1958,100,1,73.0400009155273,1,1,0.716529607772827
13,8,1958,100,1,78.129997253418,1,1,0.716529607772827
13,8,1960,100,1,74.5400009155273,1,1,0.728979468345642
13,8,1964,100,1,90.9000015258789,1,1,0.770070552825928
13,8,1964,100,1,91.2799987792969,1,1,0.770070552825928
13,8,1966,100,1,93.629997253418,1,1,0.759202778339386
13,8,1966,100,1,90.3899993896484,1,1,0.759202778339386
13,8,1968,100,1,95.5,1,1,0.763192474842072
13,8,1968,100,1,97.8000030517578,1,1,0.763192474842072
13,8,1970,100,1,105.580001831055,1,1,0.628327250480652
13,8,1970,100,1,102.220001220703,1,1,0.628327250480652
13,8,1974,100,1,87.0899963378906,1,1,0.789980709552765
13,8,1974,100,1,109.809997558594,1,1,0.789980709552765
13,8,1976,100,1,115.870002746582,1,1,0.780406713485718
13,8,1976,100,1,102.120002746582,1,1,0.780406713485718
13,8,1978,100,1,100,1,1,0.831569254398346
13,8,1978,100,1,97.0400009155273,1,1,0.831569254398346
13,8,1980,100,1,85.4599990844727,1,1,0.75629323720932
13,8,1980,100,1,75.3399963378906,1,1,0.75629323720932
13,8,1984,100,1,91.870002746582,1,1,0.627700746059418
13,8,1984,100,1,93.4300003051758,1,1,0.627700746059418
13,8,1986,100,1,78.5899963378906,1,1,1
13,8,1986,100,1,77.9100036621094,1,1,1
13,8,1988,100,1,80.4599990844727,1,1,1
13,8,1988,100,1,87.2099990844727,1,1,1
13,8,1990,100,1,102.169998168945,1,1,0.722636520862579
13,8,1990,100,1,85.3300018310547,1,1,0.722636520862579
13,9,1948,100,1,70.7799987792969,1,1,0.691011548042297
13,9,1948,100,1,71.4199981689453,1,1,0.691011548042297
13,9,1954,100,1,63.4099998474121,1,1,0.722530424594879
13,9,1954,100,1,74.3099975585938,1,1,0.722530424594879
13,9,1956,100,1,72.7799987792969,1,1,0.627963244915009
13,9,1956,100,1,87.2300033569336,1,1,0.627963244915009
13,9,1958,100,1,73.0400009155273,1,1,0.720692992210388
13,9,1958,100,1,78.129997253418,1,1,0.720692992210388
13,9,1960,100,1,74.5400009155273,1,1,0.723031342029572
13,9,1964,100,1,71.6900024414062,1,1,0.692302823066711
13,9,1964,100,1,69.5100021362305,1,1,0.692302823066711
13,9,1966,100,1,49.7000007629395,1,1,0.572213530540466
13,9,1966,100,1,71.8199996948242,1,1,0.572213530540466
13,9,1968,100,1,40.8600006103516,1,1,0.537831366062164
13,9,1968,100,1,44.6699981689453,1,1,0.537831366062164
13,9,1970,100,2,38.560001373291,1,1,1
13,9,1970,100,2,26.8999996185303,1,1,1
13,9,1980,100,1,75.3399963378906,1,1,0.589236080646515
13,9,1980,100,1,90.6600036621094,1,1,0.589236080646515
13,9,1984,100,1,70.9000015258789,1,1,0.527746975421906
13,9,1984,100,1,73.6600036621094,1,1,0.527746975421906
13,9,1986,100,1,53.0999984741211,1,1,0.7377068400383
13,9,1986,100,1,74.0299987792969,1,1,0.7377068400383
13,10,1954,100,1,63.4099998474121,1,1,0.781799674034119
13,10,1954,100,1,74.3099975585938,1,1,0.781799674034119
13,10,1956,100,1,73.6800003051758,1,1,0.732158660888672
13,10,1956,100,1,65.7200012207031,1,1,0.732158660888672
13,10,1958,100,1,68.0400009155273,1,1,0.761051595211029
13,10,1958,100,1,73.0400009155273,1,1,0.761051595211029
13,10,1960,100,1,67.3300018310547,1,1,0.765886604785919
13,10,1964,100,1,77.7399978637695,1,1,0.875325679779053
13,10,1964,100,1,86.379997253418,1,1,0.875325679779053
13,10,1966,100,1,71.8199996948242,1,1,0.820680499076843
13,10,1966,100,1,86.5999984741211,1,1,0.820680499076843
13,10,1968,100,1,81.5299987792969,1,1,0.705297887325287
13,10,1968,100,1,83.0299987792969,1,1,0.705297887325287
13,10,1970,100,1,80.4100036621094,1,1,0.729708552360535
13,10,1970,100,1,87.120002746582,1,1,0.729708552360535
13,10,1984,100,1,91.870002746582,1,1,0.733911395072937
13,10,1984,100,1,83.5500030517578,1,1,0.733911395072937
13,10,1986,100,1,81.7799987792969,1,1,1
13,10,1986,100,1,93.879997253418,1,1,1
13,10,1988,100,1,89.9899978637695,1,1,0.814925909042358
13,10,1988,100,1,92.3000030517578,1,1,0.814925909042358
13,10,1990,100,1,90.4899978637695,1,1,0.804228663444519
13,10,1990,100,1,87,1,1,0.804228663444519
13,11,1948,100,1,71.4199981689453,1,1,0.6448655128479
13,11,1948,100,1,64.3399963378906,1,1,0.6448655128479
13,11,1950,100,1,77,1,1,0.681611835956573
13,11,1950,100,1,67.2300033569336,1,1,0.681611835956573
13,11,1954,100,1,74.3099975585938,1,1,0.835383117198944
13,11,1954,100,1,63.4099998474121,1,1,0.835383117198944
13,11,1956,100,1,87.2300033569336,1,1,0.777422428131104
13,11,1956,100,1,80.7300033569336,1,1,0.777422428131104
13,11,1958,100,1,78.129997253418,1,1,0.813754916191101
13,11,1958,100,1,73.0400009155273,1,1,0.813754916191101
13,11,1960,100,1,74.5400009155273,1,1,0.816261172294617
13,11,1964,100,1,69.5100021362305,1,1,0.808932721614838
13,11,1964,100,1,76.5899963378906,1,1,0.808932721614838
13,11,1966,100,1,78.3199996948242,1,1,0.763501703739166
13,11,1966,100,1,86.5999984741211,1,1,0.763501703739166
13,11,1968,100,1,85.5999984741211,1,1,0.790728569030762
13,11,1968,100,1,89.7399978637695,1,1,0.790728569030762
13,11,1970,100,1,81.3000030517578,1,1,1
13,11,1970,100,1,80.4100036621094,1,1,1
13,11,1974,100,1,99.4400024414062,1,1,0.83534848690033
13,11,1974,100,1,92.6600036621094,1,1,0.83534848690033
13,11,1976,100,1,96.7099990844727,1,1,0.815307796001434
13,11,1976,100,1,89.9100036621094,1,1,0.815307796001434
13,11,1978,100,1,88,1,1,0.784503281116486
13,11,1978,100,1,89.5999984741211,1,1,0.784503281116486
13,11,1980,100,1,95.5999984741211,1,1,0.74115777015686
13,11,1980,100,1,95.870002746582,1,1,0.74115777015686
13,11,1984,100,1,93.4300003051758,1,1,0.866368591785431
13,11,1984,100,1,97.1100006103516,1,1,0.866368591785431
13,11,1986,100,1,83.6800003051758,1,1,0.911394357681274
13,11,1986,100,1,85.6600036621094,1,1,0.911394357681274
13,11,1988,100,1,92.3000030517578,1,1,0.908614933490753
13,11,1988,100,1,85.2300033569336,1,1,0.908614933490753
13,11,1990,100,1,75.0199966430664,1,1,1
13,11,1990,100,1,92.0599975585938,1,1,1
13,12,1948,100,1,71.4199981689453,1,1,0.654373109340668
13,12,1948,100,1,70.7799987792969,1,1,0.654373109340668
13,12,1950,100,1,77,1,1,0.650325179100037
13,12,1950,100,1,80.4199981689453,1,1,0.650325179100037
13,12,1954,200,1,42.9599990844727,0,0,0.486910492181778
13,12,1954,200,1,44.6599998474121,0,0,0.486910492181778
13,12,1956,200,1,50.7099990844727,0,0,0.423955142498016
13,12,1956,200,1,48.8300018310547,0,0,0.423955142498016
13,12,1958,200,1,58.7999992370605,0,0,0.430949360132217
13,12,1958,200,1,47.1599998474121,0,0,0.430949360132217
13,12,1960,100,1,74.5400009155273,1,0,0.504190385341644
13,12,1964,100,1,76.5899963378906,1,1,0.816874086856842
13,12,1964,100,1,60.4599990844727,1,1,0.816874086856842
13,12,1966,100,1,71.8199996948242,1,1,0.748891413211823
13,12,1966,100,1,78.6900024414062,1,1,0.748891413211823
13,12,1968,100,1,102.209999084473,1,1,0.716883838176727
13,12,1968,100,1,81.5299987792969,1,1,0.716883838176727
13,12,1970,100,1,75.4700012207031,1,1,0.844141900539398
13,12,1970,100,1,99.2399978637695,1,1,0.844141900539398
13,12,1974,100,1,89.0699996948242,1,1,0.852568864822388
13,12,1974,100,1,92.6600036621094,1,1,0.852568864822388
13,12,1976,100,1,128.850006103516,1,1,0.890067756175995
13,12,1976,100,1,107.529998779297,1,1,0.890067756175995
13,12,1978,100,1,100.230003356934,1,1,0.877719700336456
13,12,1978,100,1,100,1,1,0.877719700336456
13,12,1980,100,1,75.3399963378906,1,1,0.913133084774017
13,12,1980,100,1,64.6399993896484,1,1,0.913133084774017
13,12,1984,100,1,97.1100006103516,1,1,0.905036628246307
13,12,1984,100,1,93.4300003051758,1,1,0.905036628246307
13,12,1986,100,1,88.7799987792969,1,1,0.938694596290588
13,12,1986,100,1,93.4100036621094,1,1,0.938694596290588
13,12,1988,100,1,94.7600021362305,1,1,0.930125415325165
13,12,1988,100,1,92.3000030517578,1,1,0.930125415325165
13,12,1990,100,1,80.1800003051758,1,1,1
13,12,1990,100,1,102.169998168945,1,1,1
13,13,1948,100,1,77.2200012207031,1,1,0.596513569355011
13,13,1948,100,1,71.4199981689453,1,1,0.596513569355011
13,13,1950,100,1,60.6300010681152,1,1,0.607934713363647
13,13,1950,100,1,77,1,1,0.607934713363647
13,13,1954,100,1,74.3099975585938,1,1,0.804263412952423
13,13,1954,100,1,73.6399993896484,1,1,0.804263412952423
13,13,1956,100,1,80.7300033569336,1,1,0.711601376533508
13,13,1956,100,1,87.2300033569336,1,1,0.711601376533508
13,13,1958,100,1,73.0400009155273,1,1,0.761418342590332
13,13,1958,100,1,78.129997253418,1,1,0.761418342590332
13,13,1960,100,1,74.5400009155273,1,1,0.754057288169861
13,13,1964,100,1,81.8499984741211,1,1,0.788038194179535
13,13,1964,100,1,81.4800033569336,1,1,0.788038194179535
13,13,1966,100,1,78.3199996948242,1,1,0.768632173538208
13,13,1968,100,1,89.7399978637695,1,1,0.808937549591064
13,13,1970,100,1,105.580001831055,1,1,0.832650661468506
13,13,1970,100,1,88.3399963378906,1,1,0.832650661468506
13,13,1974,100,1,104.629997253418,1,1,0.818145036697388
13,13,1974,100,1,97.3000030517578,1,1,0.818145036697388
13,13,1976,100,1,102.889999389648,1,1,0.83664083480835
13,13,1976,100,1,102.120002746582,1,1,0.83664083480835
13,13,1978,100,1,100.230003356934,1,1,0.811383903026581
13,13,1978,100,1,88,1,1,0.811383903026581
13,13,1980,100,1,95.870002746582,1,1,0.807508111000061
13,13,1980,100,1,95.5999984741211,1,1,0.807508111000061
13,13,1984,100,1,88.4899978637695,1,1,0.659050464630127
13,13,1984,100,1,91.870002746582,1,1,0.659050464630127
13,13,1986,100,1,88.7799987792969,1,1,0.848104953765869
13,13,1986,100,1,81.7799987792969,1,1,0.848104953765869
13,13,1988,100,1,87.2099990844727,1,1,0.747007131576538
13,13,1988,100,1,80.4599990844727,1,1,0.747007131576538
13,13,1990,100,1,95.6500015258789,1,1,0.804128587245941
13,13,1990,100,1,76.879997253418,1,1,0.804128587245941
13,14,1954,100,1,73.6399993896484,1,1,0.741270065307617
13,14,1954,100,1,74.3099975585938,1,1,0.741270065307617
13,14,1956,100,1,72.7799987792969,1,1,0.641938388347626
13,14,1956,100,1,73.6800003051758,1,1,0.641938388347626
13,14,1958,100,1,78.129997253418,1,1,0.705668330192566
13,14,1958,100,1,73.0400009155273,1,1,0.705668330192566
13,14,1960,100,1,74.5400009155273,1,1,0.70569372177124
13,14,1964,100,1,76.5899963378906,1,1,0.774373471736908
13,14,1964,100,1,73.620002746582,1,1,0.774373471736908
13,14,1966,100,1,78.3199996948242,1,1,0.76190310716629
13,14,1966,100,1,71.6699981689453,1,1,0.76190310716629
13,14,1968,100,1,51.3800010681152,1,1,0.696159899234772
13,14,1968,100,1,61.2000007629395,1,1,0.696159899234772
13,14,1970,100,1,51.6699981689453,1,1,0.674799203872681
13,14,1970,100,1,32.7299995422363,1,1,0.674799203872681
13,14,1974,100,1,92.6600036621094,1,1,0.860977828502655
13,14,1976,100,1,122.360000610352,1,1,0.861251950263977
13,14,1976,100,1,107.529998779297,1,1,0.861251950263977
13,14,1978,100,1,99.1600036621094,1,1,0.806562840938568
13,14,1978,100,1,100,1,1,0.806562840938568
13,14,1980,100,1,95.870002746582,1,1,0.84504371881485
13,14,1980,100,1,93.5699996948242,1,1,0.84504371881485
13,14,1984,200,1,14.3699998855591,0,0,0.298386842012405
13,14,1984,200,1,28.9599990844727,0,0,0.298386842012405
13,14,1986,200,1,23.6399993896484,0,0,0.301845639944077
13,14,1986,200,1,22.5200004577637,0,0,0.301845639944077
13,14,1988,200,1,8.98999977111816,0,0,0.36700451374054
13,14,1990,200,2,31.3500003814697,0,0,0.371349513530731
13,15,1948,100,1,71.4199981689453,1,1,0.813757717609406
13,15,1948,100,1,77.2200012207031,1,1,0.813757717609406
13,15,1950,100,1,80.4199981689453,1,1,0.808532476425171
13,15,1950,100,1,77,1,1,0.808532476425171
13,15,1954,200,1,15.0200004577637,0,0,0.482790470123291
13,15,1954,200,1,32.7299995422363,0,0,0.482790470123291
13,15,1956,200,1,11.5500001907349,0,0,0.383380889892578
13,15,1956,200,1,6.55999994277954,0,0,0.383380889892578
13,15,1958,200,1,12.6000003814697,0,0,0.471832066774368
13,15,1958,200,1,11.8599996566772,0,0,0.471832066774368
13,15,1960,200,1,2.42000007629395,0,0,0.492387533187866
13,15,1964,100,1,76.5899963378906,1,1,0.535996377468109
13,15,1964,100,1,56.3400001525879,1,1,0.535996377468109
13,15,1966,100,1,71.8199996948242,1,1,0.568410336971283
13,15,1966,100,1,78.6900024414062,1,1,0.568410336971283
13,15,1968,100,1,76.3199996948242,1,1,0.652471363544464
13,15,1968,100,1,85.5999984741211,1,1,0.652471363544464
13,15,1970,100,1,69.6399993896484,1,1,0.738988041877747
13,15,1970,100,1,91.3099975585938,1,1,0.738988041877747
13,15,1974,100,1,48.1199989318848,1,1,0.606830298900604
13,15,1974,100,1,63.1500015258789,1,1,0.606830298900604
13,15,1976,100,1,53.4099998474121,1,1,0.673016905784607
13,15,1976,100,1,44.4900016784668,1,1,0.673016905784607
13,15,1978,100,1,52,1,1,0.706104874610901
13,15,1978,100,1,41.7700004577637,1,1,0.706104874610901
13,15,1980,100,1,54.2400016784668,1,1,0.51672887802124
13,15,1980,100,1,70.2699966430664,1,1,0.51672887802124
13,15,1984,200,1,68.7200012207031,0,0,0.439494282007217
13,15,1984,200,1,60.4099998474121,0,0,0.439494282007217
13,15,1986,200,1,68.3899993896484,0,0,0.419953972101212
13,15,1986,200,1,50.7700004577637,0,0,0.419953972101212
13,15,1988,200,1,58.7299995422363,0,0,0.374511688947678
13,15,1988,200,1,47.1100006103516,0,0,0.374511688947678
13,15,1990,200,2,64.6999969482422,0,0,0.387391030788422
13,15,1990,200,2,76.879997253418,0,0,0.387391030788422
13,16,1948,100,1,77.2200012207031,1,0,0.528726935386658
13,16,1948,100,1,60.2799987792969,1,0,0.528726935386658
13,16,1950,100,1,67.2300033569336,1,1,0.532255053520203
13,16,1950,100,1,77,1,1,0.532255053520203
13,16,1954,100,1,58.9700012207031,1,1,0.830235064029694
13,16,1954,100,1,73.6399993896484,1,1,0.830235064029694
13,16,1956,100,1,73.6800003051758,1,1,0.777716636657715
13,16,1964,100,1,69.5100021362305,1,1,0.613951504230499
13,16,1964,100,1,71.6900024414062,1,1,0.613951504230499
13,16,1966,100,1,71.8199996948242,1,1,0.574032843112946
13,16,1966,100,1,64.6399993896484,1,1,0.574032843112946
13,16,1968,100,1,47.5400009155273,1,1,0.514492988586426
13,16,1968,100,1,57.1300010681152,1,1,0.514492988586426
13,16,1970,100,1,45.7299995422363,1,1,0.533380568027496
13,16,1970,100,1,45.3600006103516,1,1,0.533380568027496
13,16,1974,100,1,109.809997558594,1,1,0.78888463973999
13,16,1974,100,1,92.6600036621094,1,1,0.78888463973999
